id,observed_on,latitude,longitude,scientific_name
72029372,25/03/2021,52.62129956,1.360124252,Muntiacus reevesi
72251223,28/03/2021,52.64112833,1.268638333,Muntiacus reevesi
72442197,30/03/2021,52.076322,1.2728142,Muntiacus reevesi
72767955,31/03/2021,53.15071119,0.218464541,Muntiacus reevesi
72889739,31/03/2021,52.40815362,0.757303276,Muntiacus reevesi
73045681,04/04/2021,51.99714609,-0.501039345,Muntiacus reevesi
73045841,04/04/2021,51.99762525,-0.511857813,Muntiacus reevesi
73096971,25/01/2020,52.1925942,0.128674653,Muntiacus reevesi
73239222,07/04/2021,52.49758695,-2.013312919,Muntiacus reevesi
73317346,08/04/2021,50.95434995,-1.667853473,Muntiacus reevesi
73399946,09/04/2021,52.33073505,0.262791571,Muntiacus reevesi
73640116,11/04/2021,51.72652704,-0.409200825,Muntiacus reevesi
73659216,01/03/2020,52.52073275,0.986540032,Muntiacus reevesi
73837583,11/04/2021,52.1611123,-0.110984445,Muntiacus reevesi
73921562,14/04/2021,51.64136333,-1.509296667,Muntiacus reevesi
74411768,18/04/2021,51.41809386,-1.776641943,Muntiacus reevesi
74965805,23/04/2021,52.19511081,-0.01985237,Muntiacus reevesi
75167938,15/04/2021,52.82075956,0.889246094,Muntiacus reevesi
75221164,15/04/2021,52.97505747,0.814921573,Muntiacus reevesi
75419110,26/04/2021,51.80443592,-2.568405078,Muntiacus reevesi
75422572,26/04/2021,51.42431333,-1.342843333,Muntiacus reevesi
75437682,26/04/2021,51.51323833,-1.290523333,Muntiacus reevesi
75450018,27/04/2021,52.3933501,0.773388187,Muntiacus reevesi
75632367,29/04/2021,52.3267113,0.163500678,Muntiacus reevesi
75642732,29/04/2021,51.59236768,-0.352313295,Muntiacus reevesi
75771626,29/04/2021,52.44660556,0.522677778,Muntiacus reevesi
75848558,30/04/2021,52.45918333,-2.007058333,Muntiacus reevesi
75885480,30/04/2021,52.64123367,1.267636791,Muntiacus reevesi
76076544,30/04/2021,52.4079849,-2.226782665,Muntiacus reevesi
76076589,22/04/2021,52.41,-2.249444444,Muntiacus reevesi
76092863,01/05/2021,51.53049583,-2.516506584,Muntiacus reevesi
76559746,30/04/2021,52.75170133,0.463525,Muntiacus reevesi
76594661,30/04/2021,51.47332,-0.307945,Muntiacus reevesi
76674967,02/05/2021,51.53731978,-2.471137941,Muntiacus reevesi
76933872,29/04/2021,52.1037888,-2.470107064,Muntiacus reevesi
76992469,02/05/2021,51.49969789,-1.099553112,Muntiacus reevesi
76992994,02/05/2021,52.44311513,-1.887486559,Muntiacus reevesi
77019447,29/03/2021,52.003902,-0.469486667,Muntiacus reevesi
