id,observed_on,latitude,longitude,scientific_name,taxon_id
320453449,18/05/2024,50.83857169,-1.287274599,Capreolus capreolus,42184
320456289,20/05/2024,50.83679858,-1.277719553,Vulpes vulpes,42069
320457391,11/10/2025,53.78193333,-0.347871667,Capreolus capreolus,42184
320459678,12/10/2025,51.30349994,-0.571184306,Vulpes vulpes,42069
320497310,12/10/2025,51.41740556,-0.144738889,Vulpes vulpes crucigera,1081616
320504207,11/10/2025,50.66476533,-2.081555441,Capreolus capreolus,42184
320600569,11/10/2025,52.27449928,0.21645762,Capreolus capreolus,42184
320611176,13/10/2025,50.59246628,-1.95896363,Capreolus capreolus,42184
320613741,13/10/2025,57.88477525,-4.04165451,Capreolus capreolus,42184
320628945,13/10/2025,51.52962494,-0.128590003,Vulpes vulpes,42069
320629679,09/10/2025,51.333605,0.709713333,Vulpes vulpes,42069
320637207,13/10/2025,53.9868923,-1.0791576,Capreolus capreolus,42184
320640968,14/08/2025,57.28277311,-3.828328577,Capreolus capreolus,42184
320653818,13/10/2025,53.849724,-0.370567,Capreolus capreolus,42184
320657467,13/10/2025,53.7415014,-2.287614221,Vulpes vulpes,42069
320676662,13/10/2025,53.843747,-0.390723,Capreolus capreolus,42184
320680160,13/10/2025,57.3488638,-1.940598713,Capreolus capreolus,42184
320680941,12/10/2025,53.01935181,-1.176536394,Capreolus capreolus,42184
320686363,11/10/2025,53.17933709,-0.779332434,Capreolus capreolus,42184
320686367,11/10/2025,53.17666782,-0.780213637,Capreolus capreolus,42184
320686372,11/10/2025,53.1768177,-0.783260755,Capreolus capreolus,42184
